"businessentityid","personname","emailaddress","phonenumber","totalpurchaseytd"
4209,"Blake Turner","blake41@adventure-works.com","406-555-0125","112.66000"
20775,"Crystal He","crystal19@adventure-works.com","813-555-0148","112.58000"
13462,"Dalton Long","dalton55@adventure-works.com","362-555-0174","112.58000"
4088,"Miguel White","miguel12@adventure-works.com","621-555-0134","112.57000"
9052,"Andrea Rogers","andrea19@adventure-works.com","830-555-0152","112.42000"
6243,"Austin Jenkins","austin2@adventure-works.com","280-555-0155","111.95000"
18526,"Dylan Robinson","dylan48@adventure-works.com","915-555-0155","111.25000"
9243,"Drew Rai","drew19@adventure-works.com","1 (11) 500 555-0193","110.99000"
16268,"Luis Gonzalez","luis41@adventure-works.com","857-555-0157","110.99000"
7774,"Paige Blue","paige3@adventure-works.com","491-555-0198","110.99000"
5362,"Jackson Wang","jackson26@adventure-works.com","660-555-0162","110.99000"
14233,"Jesse Sanders","jesse3@adventure-works.com","500-555-0174","110.99000"
5793,"Kevin Ross","kevin8@adventure-works.com","824-555-0115","110.99000"
19519,"Emma Ramirez","emma43@adventure-works.com","476-555-0139","110.99000"
20324,"Chad Xie","chad4@adventure-works.com","1 (11) 500 555-0174","110.99000"
17594,"Austin Rodriguez","austin35@adventure-works.com","145-555-0182","110.99000"
12096,"Jessica Anderson","jessica57@adventure-works.com","619-555-0187","110.99000"
2906,"Sydney Russell","sydney42@adventure-works.com","841-555-0132","110.99000"
15190,"Jeremy Bailey","jeremy44@adventure-works.com","578-555-0130","110.99000"
18405,"Anthony Lewis","anthony7@adventure-works.com","855-555-0132","110.99000"
19475,"Victoria Griffin","victoria67@adventure-works.com","360-555-0122","110.99000"
7592,"Melanie Alexander","melanie6@adventure-works.com","742-555-0138","110.99000"
16231,"Kellie Rubio","kellie18@adventure-works.com","632-555-0135","110.99000"
16567,"James Green","james63@adventure-works.com","550-555-0139","110.99000"
14319,"Kristy Hernandez","kristy4@adventure-works.com","226-555-0181","110.99000"
7936,"Trinity Brooks","trinity1@adventure-works.com","259-555-0199","110.99000"
20248,"Cindy Murphy","cindy24@adventure-works.com","364-555-0177","110.99000"
20750,"Isabella Stewart","isabella81@adventure-works.com","126-555-0181","110.99000"
5041,"Eduardo Hall","eduardo23@adventure-works.com","355-555-0111","110.97000"
5004,"Suzanne Yang","suzanne6@adventure-works.com","1 (11) 500 555-0189","110.97000"
13036,"Carol Perry","carol20@adventure-works.com","1 (11) 500 555-0163","110.97000"
3349,"Toni Raman","toni12@adventure-works.com","1 (11) 500 555-0169","110.97000"
2954,"Erick Suri","erick0@adventure-works.com","1 (11) 500 555-0115","110.02000"
4532,"Jeremiah Johnson","jeremiah25@adventure-works.com","958-555-0174","109.99000"
14170,"Angel Kelly","angel1@adventure-works.com","128-555-0140","109.97000"
4658,"Marcus Adams","marcus34@adventure-works.com","687-555-0170","109.97000"
13014,"Tamara Li","tamara34@adventure-works.com","208-555-0193","109.97000"
16952,"Adam Young","adam48@adventure-works.com","156-555-0183","109.95000"
15646,"Jimmy Gutierrez","jimmy14@adventure-works.com","1 (11) 500 555-0112","109.85000"
16644,"Samuel Green","samuel45@adventure-works.com","652-555-0148","109.45000"
16467,"Nathan Mitchell","nathan39@adventure-works.com","225-555-0159","108.97000"
18879,"Andrew Moore","andrew17@adventure-works.com","199-555-0147","108.27000"
15640,"Jimmy Alonso","jimmy11@adventure-works.com","1 (11) 500 555-0110","107.59000"
20491,"Jennifer Bennett","jennifer76@adventure-works.com","101-555-0128","107.58000"
10679,"Alexandra Hill","alexandra63@adventure-works.com","172-555-0157","107.28000"
18735,"Orlando Jim̩nez","orlando6@adventure-works.com","1 (11) 500 555-0195","106.96000"
5683,"Jose Jai","jose26@adventure-works.com","617-555-0182","106.65000"
16021,"Jose Turner","jose42@adventure-works.com","189-555-0195","106.65000"
10413,"Kaylee Young","kaylee40@adventure-works.com","631-555-0170","106.54000"
6323,"Kristine Ramos","kristine18@adventure-works.com","1 (11) 500 555-0130","106.47000"
5211,"Leonard Jai","leonard12@adventure-works.com","676-555-0120","105.97000"
2784,"Marcel Truempy","marcel0@adventure-works.com","656-555-0121","105.38360"
16852,"Russell Luo","russell10@adventure-works.com","646-555-0172","105.38360"
2685,"Natalie Rogers","natalie3@adventure-works.com","350-555-0163","105.37360"
14151,"Devin Brooks","devin63@adventure-works.com","502-555-0138","105.19000"
3262,"Ruth Vance","ruth8@adventure-works.com","1 (11) 500 555-0118","104.97000"
14349,"Jared Torres","jared7@adventure-works.com","646-555-0117","104.97000"
10771,"Sydney White","sydney75@adventure-works.com","1 (11) 500 555-0159","104.97000"
4242,"Edward Thomas","edward33@adventure-works.com","731-555-0193","104.64000"
17901,"Hunter Moore","hunter67@adventure-works.com","179-555-0116","104.35000"
16757,"Adam Scott","adam44@adventure-works.com","645-555-0141","104.05000"
11060,"Julia Garcia","julia38@adventure-works.com","923-555-0183","104.02000"
16396,"Jose Carter","jose46@adventure-works.com","508-555-0175","103.96000"
12927,"Aidan Alexander","aidan20@adventure-works.com","274-555-0118","103.63000"
11453,"Nicole White","nicole13@adventure-works.com","109-555-0165","103.45000"
9939,"Katherine Carter","katherine58@adventure-works.com","572-555-0120","103.45000"
14824,"Roberto Ramos","roberto16@adventure-works.com","1 (11) 500 555-0121","103.30000"
11648,"Lauren Thompson","lauren33@adventure-works.com","123-555-0163","102.97000"
3593,"Taylor Patterson","taylor35@adventure-works.com","415-555-0170","102.89000"
13361,"Oscar Price","oscar9@adventure-works.com","389-555-0114","102.57000"
19178,"Philip Ruiz","philip1@adventure-works.com","655-555-0149","102.47000"
8652,"Jade Ward","jade9@adventure-works.com","148-555-0164","102.06000"
5171,"Jordan Li","jordan22@adventure-works.com","179-555-0120","101.93000"
8391,"Angela James","angela34@adventure-works.com","847-555-0111","101.79000"
18774,"Natasha Sanz","natasha20@adventure-works.com","1 (11) 500 555-0115","101.68000"
19243,"Victor Dominguez","victor13@adventure-works.com","1 (11) 500 555-0181","101.68000"
6495,"Ernest Zeng","ernest20@adventure-works.com","1 (11) 500 555-0128","101.65000"
18225,"Todd Liang","todd16@adventure-works.com","1 (11) 500 555-0118","101.29000"
3382,"Mayra Malhotra","mayra4@adventure-works.com","1 (11) 500 555-0164","100.98000"
20365,"Shawn Deng","shawn3@adventure-works.com","1 (11) 500 555-0164","100.98000"
4450,"Xavier Collins","xavier42@adventure-works.com","815-555-0139","100.94000"
18866,"Brandy Martinez","brandy14@adventure-works.com","1 (11) 500 555-0177","100.66000"
20478,"Corey Beck","corey17@adventure-works.com","1 (11) 500 555-0114","100.48000"
8881,"Cassie Sutton","cassie2@adventure-works.com","1 (11) 500 555-0139","100.28000"
10450,"Rebecca Hernandez","rebecca19@adventure-works.com","1 (11) 500 555-0186","99.49000"
15604,"Diane Dominguez","diane17@adventure-works.com","103-555-0142","99.49000"
9494,"Bailey Sanchez","bailey24@adventure-works.com","190-555-0161","99.49000"
13108,"Louis Rai","louis33@adventure-works.com","823-555-0168","99.49000"
12124,"Taylor Smith","taylor47@adventure-works.com","753-555-0165","99.49000"
6276,"Janet Ortega","janet27@adventure-works.com","1 (11) 500 555-0182","99.07000"
14161,"Lucas Brooks","lucas72@adventure-works.com","352-555-0117","99.06000"
1733,"K. Saravan","k0@adventure-works.com","156-555-0100","98.98000"
11719,"Brianna Taylor","brianna7@adventure-works.com","107-555-0171","98.95000"
5165,"Jordan Griffin","jordan18@adventure-works.com","160-555-0138","98.94000"
11710,"Pedro Torres","pedro32@adventure-works.com","580-555-0194","98.56000"
19736,"Cynthia Prasad","cynthia14@adventure-works.com","1 (11) 500 555-0197","98.31000"
5861,"Gabriel Alexander","gabriel16@adventure-works.com","1 (11) 500 555-0112","98.27000"
11426,"Jasmine Walker","jasmine20@adventure-works.com","184-555-0189","98.07000"
13865,"Ian Barnes","ian43@adventure-works.com","734-555-0118","97.94000"
8213,"Dominic Chandra","dominic3@adventure-works.com","1 (11) 500 555-0119","97.94000"
14476,"Jonathon Alvarez","jonathon1@adventure-works.com","1 (11) 500 555-0168","97.69000"
13323,"Julian Ross","julian5@adventure-works.com","1 (11) 500 555-0126","97.13000"
12990,"Jaclyn Nara","jaclyn40@adventure-works.com","1 (11) 500 555-0177","97.13000"
7517,"Isabelle Hughes","isabelle10@adventure-works.com","374-555-0111","97.08000"
13037,"Hannah Powell","hannah31@adventure-works.com","505-555-0112","97.08000"
3504,"Cedric Ma","cedric15@adventure-works.com","1 (11) 500 555-0115","96.92000"
8968,"Ariana Cooper","ariana16@adventure-works.com","813-555-0132","96.48000"
15738,"Logan Collins","logan29@adventure-works.com","1 (11) 500 555-0191","96.44000"
20100,"Joel Rodriguez","joel18@adventure-works.com","1 (11) 500 555-0113","96.43000"
11237,"Isabella Garcia","isabella72@adventure-works.com","672-555-0130","95.97000"
12368,"Lacey Lin","lacey20@adventure-works.com","1 (11) 500 555-0124","95.58000"
20094,"Destiny Simmons","destiny63@adventure-works.com","343-555-0120","95.49000"
7423,"Tammy Madan","tammy8@adventure-works.com","875-555-0133","95.49000"
17890,"Ethan Lewis","ethan39@adventure-works.com","827-555-0127","95.49000"
16126,"Isaiah Phillips","isaiah29@adventure-works.com","455-555-0180","95.49000"
12822,"Trevor Henderson","trevor4@adventure-works.com","769-555-0124","95.49000"
18182,"Alexander Brown","alexander6@adventure-works.com","760-555-0113","95.49000"
11204,"Ruben Madan","ruben8@adventure-works.com","1 (11) 500 555-0167","95.47000"
5235,"Leonard Raji","leonard23@adventure-works.com","847-555-0162","95.47000"
17035,"Johnny She","johnny1@adventure-works.com","1 (11) 500 555-0126","95.47000"
11640,"Pedro Patel","pedro3@adventure-works.com","187-555-0175","95.47000"
19698,"Rachel Cook","rachel32@adventure-works.com","1 (11) 500 555-0172","95.47000"
17735,"Zachary Lewis","zachary28@adventure-works.com","694-555-0116","95.00000"
14894,"Alex Ward","alex16@adventure-works.com","1 (11) 500 555-0117","94.98000"
5963,"Nathan Gonzales","nathan13@adventure-works.com","459-555-0188","94.96000"
17278,"Noah Smith","noah56@adventure-works.com","656-555-0130","94.94000"
3490,"Jessica Peterson","jessica17@adventure-works.com","974-555-0184","94.58000"
13295,"Gavin Long","gavin9@adventure-works.com","259-555-0181","94.54000"
7904,"Levi Weber","levi3@adventure-works.com","1 (11) 500 555-0181","94.47000"
4240,"Edward Taylor","edward31@adventure-works.com","680-555-0195","94.41000"
13206,"Antonio Patterson","antonio10@adventure-works.com","1 (11) 500 555-0197","94.07000"
14267,"Felicia Jimenez","felicia4@adventure-works.com","1 (11) 500 555-0165","94.07000"
14511,"Devin Gray","devin73@adventure-works.com","1 (11) 500 555-0154","93.98000"
16134,"Molly Malhotra","molly5@adventure-works.com","1 (11) 500 555-0161","93.47000"
13870,"Desiree Bradley","desiree12@adventure-works.com","1 (11) 500 555-0140","93.47000"
14089,"Adrian Watson","adrian2@adventure-works.com","1 (11) 500 555-0143","93.47000"
12949,"Jaclyn Zheng","jaclyn21@adventure-works.com","1 (11) 500 555-0117","93.07000"
14337,"Kristy Gill","kristy12@adventure-works.com","1 (11) 500 555-0129","92.69000"
18370,"John Lee","john56@adventure-works.com","913-555-0143","92.44000"
9203,"Drew Xie","drew3@adventure-works.com","1 (11) 500 555-0115","92.16000"
11843,"Gerald Srini","gerald38@adventure-works.com","1 (11) 500 555-0135","92.11000"
4788,"Alvin Zeng","alvin21@adventure-works.com","1 (11) 500 555-0174","92.00000"
11207,"Ruben Srini","ruben9@adventure-works.com","375-555-0112","91.97000"
5806,"Kevin Flores","kevin15@adventure-works.com","682-555-0114","91.96000"
17482,"Jose Hall","jose83@adventure-works.com","438-555-0124","91.94000"
14096,"Richard Watson","richard80@adventure-works.com","860-555-0189","91.93000"
5069,"Eduardo Parker","eduardo41@adventure-works.com","131-555-0192","91.68000"
7520,"Isabelle Flores","isabelle11@adventure-works.com","342-555-0196","91.56000"
18122,"Austin Johnson","austin40@adventure-works.com","163-555-0134","91.46000"
19347,"Cory Fernandez","cory14@adventure-works.com","1 (11) 500 555-0113","90.97000"
3705,"Lauren Rivera","lauren8@adventure-works.com","441-555-0151","90.97000"
19406,"Victoria Torres","victoria40@adventure-works.com","314-555-0117","90.95000"
15497,"Diane Munoz","diane12@adventure-works.com","1 (11) 500 555-0139","89.97000"
19064,"Lauren Bryant","lauren64@adventure-works.com","1 (11) 500 555-0156","89.96000"
5595,"Connor Powell","connor5@adventure-works.com","323-555-0159","89.96000"
13555,"Jon Sun","jon33@adventure-works.com","183-555-0190","89.51000"
4290,"Terrence Goel","terrence20@adventure-works.com","1 (11) 500 555-0188","89.47000"
13250,"Roger Xu","roger17@adventure-works.com","1 (11) 500 555-0152","89.47000"
8764,"Alexandria Bell","alexandria36@adventure-works.com","982-555-0174","89.27000"
6377,"Jacquelyn Suarez","jacquelyn20@adventure-works.com","1 (11) 500 555-0169","89.08000"
13507,"Colin Nath","colin41@adventure-works.com","1 (11) 500 555-0115","89.08000"
11269,"Ruben Torres","ruben35@adventure-works.com","1 (11) 500 555-0184","89.08000"
19233,"Victor Jimenez","victor7@adventure-works.com","1 (11) 500 555-0176","89.08000"
13332,"Willie Zhang","willie1@adventure-works.com","1 (11) 500 555-0162","88.96000"
13676,"Joan Vazquez","joan17@adventure-works.com","1 (11) 500 555-0135","88.66000"
6559,"Micah Yang","micah15@adventure-works.com","406-555-0129","88.50000"
7264,"Ann Fernandez","ann20@adventure-works.com","145-555-0155","87.97000"
7099,"Alexia Ross","alexia4@adventure-works.com","631-555-0118","87.95000"
11419,"Christy Nara","christy34@adventure-works.com","639-555-0189","87.69000"
14990,"Dalton Morgan","dalton84@adventure-works.com","530-555-0182","87.69000"
11256,"Natalie Jones","natalie71@adventure-works.com","119-555-0148","87.65000"
10031,"Kaylee Mitchell","kaylee33@adventure-works.com","693-555-0156","87.52000"
7680,"Angela Russell","angela22@adventure-works.com","112-555-0124","87.47000"
4830,"Jackson Sharma","jackson3@adventure-works.com","487-555-0171","87.28000"
14219,"Krista Alonso","krista9@adventure-works.com","1 (11) 500 555-0124","87.17000"
6381,"Jacquelyn Rowe","jacquelyn22@adventure-works.com","1 (11) 500 555-0197","87.03000"
20216,"Alyssa Alexander","alyssa64@adventure-works.com","1 (11) 500 555-0184","86.68000"
3417,"Mayra Sanchez","mayra19@adventure-works.com","1 (11) 500 555-0142","86.68000"
15556,"Pamela Mehta","pamela17@adventure-works.com","1 (11) 500 555-0157","86.48000"
2589,"Gregory Jai","gregory14@adventure-works.com","1 (11) 500 555-0142","86.46000"
5464,"Luis Hayes","luis22@adventure-works.com","682-555-0116","86.17000"
19970,"Julie Becker","julie22@adventure-works.com","1 (11) 500 555-0142","85.99000"
14802,"Roberto Munoz","roberto7@adventure-works.com","1 (11) 500 555-0159","85.97000"
10296,"Jay Rodriguez","jay26@adventure-works.com","1 (11) 500 555-0183","85.97000"
10166,"Jenna Scott","jenna13@adventure-works.com","487-555-0139","85.37360"
2989,"Amanda Stewart","amanda0@adventure-works.com","187-555-0156","85.28000"
20538,"Jennifer Alexander","jennifer92@adventure-works.com","623-555-0122","84.99000"
16477,"Robert Mitchell","robert53@adventure-works.com","132-555-0112","84.99000"
13180,"Edwin Xie","edwin25@adventure-works.com","1 (11) 500 555-0187","84.98000"
16741,"Martin Madan","martin12@adventure-works.com","1 (11) 500 555-0198","84.98000"
6984,"Armando Ortega","armando22@adventure-works.com","1 (11) 500 555-0187","84.98000"
13246,"Damien Jai","damien27@adventure-works.com","1 (11) 500 555-0116","84.97000"
15272,"Adrian Sanchez","adrian18@adventure-works.com","487-555-0144","84.96000"
20712,"Amy Ye","amy16@adventure-works.com","1 (11) 500 555-0185","84.94000"
5375,"Elijah Kumar","elijah2@adventure-works.com","587-555-0116","84.55000"
5011,"Eduardo Miller","eduardo5@adventure-works.com","827-555-0174","84.28000"
5992,"Samuel Coleman","samuel4@adventure-works.com","955-555-0170","84.02000"
9077,"Trinity Rogers","trinity16@adventure-works.com","309-555-0111","84.00000"
14005,"Bryce James","bryce0@adventure-works.com","980-555-0197","83.99000"
10369,"Savannah Baker","savannah39@adventure-works.com","478-555-0117","83.99000"
11502,"Jenny Pal","jenny34@adventure-works.com","1 (11) 500 555-0143","83.97000"
6618,"Alberto Mu̱oz","alberto8@adventure-works.com","1 (11) 500 555-0148","83.65000"
18407,"Tyler White","tyler1@adventure-works.com","276-555-0179","83.48000"
12099,"Jessica Thomas","jessica58@adventure-works.com","749-555-0195","82.98000"
3105,"Evelyn Srini","evelyn9@adventure-works.com","340-555-0163","82.98000"
